Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,,Casualty Severity,Sex of Casualty,Age of Casualty,
130292784,430826,433935,2,16-Jul-13,840,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,42,Pedal cycle
130292871,428816,433305,2,14-Jul-13,400,A,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,21,Taxi/Private hire car
130292871,428816,433305,2,14-Jul-13,400,A,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,26,Taxi/Private hire car
130292871,428816,433305,2,14-Jul-13,400,A,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,28,Taxi/Private hire car
130292871,428816,433305,2,14-Jul-13,400,A,Dry,Darkness: street lighting unknown,Fine without high winds,2,Passenger,Slight,Male,32,Taxi/Private hire car
130292910,432684,427454,2,01-Jul-13,855,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,22,M/cycle 50cc and under
130293248,423574,437574,2,16-Jul-13,1230,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,52,Pedal cycle
130293533,433177,434014,2,16-Jul-13,1350,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,62,Bus or coach (17 or more passenger seats)
130293533,433177,434014,2,16-Jul-13,1350,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,17,Bus or coach (17 or more passenger seats)
130293706,430547,435816,1,16-Jul-13,1912,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Male,5,Car
130293723,432103,436044,2,16-Jul-13,1825,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,70,Pedal cycle
130293733,424841,434721,1,16-Jul-13,1830,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,25,Bus or coach (17 or more passenger seats)
130293974,429340,430723,1,16-Jul-13,2059,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,4,Car
130294184,431265,429498,1,17-Jul-13,700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,47,Pedal cycle
130294649,425586,443069,2,17-Jul-13,955,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,65,Car
130294649,425586,443069,2,17-Jul-13,955,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,54,Car
130294895,430704,434985,2,17-Jul-13,1800,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,40,Car
130295032,440462,446401,1,17-Jul-13,655,A(M),Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,57,Goods vehicle 7.5 tonnes mgw and over
130295403,428285,433514,3,17-Jul-13,1706,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,37,Car
130295889,433510,425848,2,17-Jul-13,1300,Motorway,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,71,Car
130296407,430909,436544,3,18-Jul-13,1115,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,33,Car
130296407,430909,436544,3,18-Jul-13,1115,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Male,66,Car
130296407,430909,436544,3,18-Jul-13,1115,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Female,63,Car
130296407,430909,436544,3,18-Jul-13,1115,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,33,Car
130296776,445500,448130,1,18-Jul-13,1335,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Fatal,Male,63,Goods vehicle 3.5 tonnes mgw and under
130296871,441201,448729,3,18-Jul-13,1330,A(M),Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,33,Goods vehicle 7.5 tonnes mgw and over
130296882,427516,433703,2,18-Jul-13,1500,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,25,Goods vehicle 3.5 tonnes mgw and under
130296992,421038,444615,2,18-Jul-13,1713,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,40,Pedal cycle
130297003,423661,434806,2,18-Jul-13,1850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,51,Taxi/Private hire car
130297016,430693,427062,2,18-Jul-13,1658,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,42,Car
130297016,430693,427062,2,18-Jul-13,1658,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Female,68,Car
130297733,426597,435546,2,19-Jul-13,815,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,40,Pedal cycle
130297875,422024,434369,2,19-Jul-13,715,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,21,Motorcycle over 50cc and up to 125cc
130298214,430959,435782,2,15-Jul-13,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,48,Pedal cycle
130298698,429952,433131,1,19-Jul-13,2103,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,30,Car
130298704,427824,425976,1,19-Jul-13,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,44,Car
130299455,434636,437482,2,19-Jul-13,1320,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,20,Motorcycle over 50cc and up to 125cc
130299474,432520,440249,2,18-Jul-13,1005,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,32,Car
130299474,432520,440249,2,18-Jul-13,1005,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,5,Car
130299628,427800,430686,2,19-Jul-13,1850,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,31,Pedal cycle
130299853,430401,433440,1,20-Jul-13,1751,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,33,Bus or coach (17 or more passenger seats)
130299975,427824,430036,2,20-Jul-13,1655,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,18,Car
130299991,430803,433252,2,20-Jul-13,510,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,20,Car
130301319,420351,434205,2,21-Jul-13,2000,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,66,Car
130301319,420351,434205,2,21-Jul-13,2000,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,19,Car
130301319,420351,434205,2,21-Jul-13,2000,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Male,19,Car
130301319,420351,434205,2,21-Jul-13,2000,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,49,Car
130301319,420351,434205,2,21-Jul-13,2000,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,66,Car
130301645,430066,433783,2,21-Jul-13,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,9,Bus or coach (17 or more passenger seats)
130301645,430066,433783,2,21-Jul-13,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,37,Bus or coach (17 or more passenger seats)
130301645,430066,433783,2,21-Jul-13,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,57,Bus or coach (17 or more passenger seats)
130302614,434680,436855,2,22-Jul-13,1325,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,28,Car
130302614,434680,436855,2,22-Jul-13,1325,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,25,Car
130302614,434680,436855,2,22-Jul-13,1325,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,27,Car
130302809,439107,448885,2,22-Jul-13,1345,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,53,Car
130303660,431226,430222,2,22-Jul-13,1900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,44,Car
130303687,429965,430993,1,23-Jul-13,855,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,3,Pedestrian,Slight,Male,44,Car
130304178,436095,434822,2,23-Jul-13,1415,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,55,Car
130304192,428377,434054,2,23-Jul-13,845,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,28,Pedal cycle
130304229,426455,428516,1,23-Jul-13,1420,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Female,87,Bus or coach (17 or more passenger seats)
130304460,435330,439396,2,23-Jul-13,1800,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,26,Car
130304619,435043,437765,3,23-Jul-13,2124,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,19,Car
130304853,421500,428511,2,23-Jul-13,713,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,29,Pedal cycle
130305039,430378,433500,1,24-Jul-13,848,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,37,Pedal cycle
130305081,436330,425921,2,24-Jul-13,805,Motorway,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,20,Car
130305349,430444,433457,3,24-Jul-13,1154,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,41,Pedal cycle
130305402,430852,434104,2,24-Jul-13,1154,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,48,Car
130305529,426588,432010,2,24-Jul-13,1235,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,26,Car
130305535,426574,440114,2,21-Jul-13,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,42,Car
130305535,426574,440114,2,21-Jul-13,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,66,Car
130306015,427071,431800,1,24-Jul-13,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,74,Car
130306950,435484,437178,1,25-Jul-13,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,13,Car
130307090,431949,428140,2,25-Jul-13,1105,Motorway,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,63,Car
130307135,430174,432168,2,25-Jul-13,1321,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,25,Car
130307135,430174,432168,2,25-Jul-13,1321,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,34,Car
130307477,443409,435534,2,25-Jul-13,1540,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,42,Car
130307477,443409,435534,2,25-Jul-13,1540,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,70,Car
130307549,422872,439314,3,25-Jul-13,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,27,Car
130307549,422872,439314,3,25-Jul-13,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,23,Car
130307712,424776,427407,3,25-Jul-13,2123,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,32,Car
130307712,424776,427407,3,25-Jul-13,2123,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,32,Car
130307716,428731,435036,3,25-Jul-13,1646,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,33,Car
130307716,428731,435036,3,25-Jul-13,1646,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,22,Car
130307985,430352,438558,2,26-Jul-13,445,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,65,Car
130308246,431995,436024,2,26-Jul-13,920,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,48,Pedal cycle
130308452,427282,426396,2,25-Jul-13,740,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,29,Pedal cycle
130308795,428932,432428,1,26-Jul-13,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Female,61,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
130309044,428324,429566,2,26-Jul-13,1715,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,48,Pedal cycle
130309226,424829,433048,1,27-Jul-13,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,87,Car
130309226,424829,433048,1,27-Jul-13,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,87,Car
130309316,431789,435565,2,26-Jul-13,2156,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,26,Motorcycle over 125cc and up to 500cc
130309437,425940,437263,1,01-Jul-13,2340,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Male,33,Other Vehicle 
130309690,422046,435607,2,26-Jul-13,2135,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,36,Car
130309690,422046,435607,2,26-Jul-13,2135,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,3,Car
130309690,422046,435607,2,26-Jul-13,2135,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,33,Car
130309690,422046,435607,2,26-Jul-13,2135,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,13,Car
130309777,430692,424509,2,26-Jul-13,1615,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,57,Car
130310025,422945,443099,2,26-Jul-13,1945,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,18,Car
130310025,422945,443099,2,26-Jul-13,1945,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,19,Car
130311105,432541,443039,2,28-Jul-13,755,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,37,Car
130311105,432541,443039,2,28-Jul-13,755,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,61,Taxi/Private hire car
130311123,431953,435853,1,28-Jul-13,1045,B,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,58,Car
130311320,435458,438077,2,28-Jul-13,1325,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,8,Pedal cycle
130311384,429642,438785,2,28-Jul-13,1255,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,30,Car
130311384,429642,438785,2,28-Jul-13,1255,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,86,Car
130311384,429642,438785,2,28-Jul-13,1255,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,83,Car
130311439,437700,438134,3,28-Jul-13,1410,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,76,Car
130311439,437700,438134,3,28-Jul-13,1410,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,32,Car
130311517,429902,433930,1,28-Jul-13,1600,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,67,Car
130312013,441320,430339,2,28-Jul-13,1910,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,12,Pedal cycle
130312739,443140,434671,2,29-Jul-13,1225,Motorway,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,39,Car
130313092,429948,433100,2,29-Jul-13,1705,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,58,Car
130313095,429120,433507,3,28-Jul-13,1745,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,32,Goods vehicle 3.5 tonnes mgw and under
